"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2011","Liechtenstein","Extra-EU-28","Total","Total","Total positive decisions","Person","15",""
"2011","Liechtenstein","Extra-EU-28","Total","Total","Rejected","Person","30",""
"2011","Liechtenstein","Total","Total","Total","Total","Person","45",""
"2011","Liechtenstein","Total","Total","Total","Total positive decisions","Person","15",""
"2011","Liechtenstein","Total","Total","Total","Rejected","Person","35",""
"2011","Norway","Extra-EU-28","Total","Total","Total","Person","9,545",""
"2011","Norway","Extra-EU-28","Total","Total","Total positive decisions","Person","4,015",""
"2011","Norway","Extra-EU-28","Total","Total","Rejected","Person","5,535",""
"2011","Norway","Total","Total","Total","Total","Person","9,590",""
"2011","Norway","Total","Total","Total","Total positive decisions","Person","4,015",""
"2011","Norway","Total","Total","Total","Rejected","Person","5,575",""
"2011","Switzerland","Extra-EU-28","Total","Total","Total","Person","14,245",""
"2011","Switzerland","Extra-EU-28","Total","Total","Total positive decisions","Person","6,445",""
"2011","Switzerland","Extra-EU-28","Total","Total","Rejected","Person","7,805",""
"2011","Switzerland","Total","Total","Total","Total","Person","14,295",""
"2011","Switzerland","Total","Total","Total","Total positive decisions","Person","6,445",""
"2011","Switzerland","Total","Total","Total","Rejected","Person","7,850",""
"2011","Total","Extra-EU-28","Total","Total","Total","Person","261,265",""
"2011","Total","Extra-EU-28","Total","Total","Total positive decisions","Person","70,010",""
"2011","Total","Extra-EU-28","Total","Total","Rejected","Person","191,255",""
"2011","Total","Total","Total","Total","Total","Person","261,950",""
"2011","Total","Total","Total","Total","Total positive decisions","Person","70,035",""
"2011","Total","Total","Total","Total","Rejected","Person","191,910",""
"2012","European Union (28 countries)","Extra-EU-28","Total","Total","Total","Person","288,505",""
"2012","European Union (28 countries)","Extra-EU-28","Total","Total","Total positive decisions","Person","91,010",""
"2012","European Union (28 countries)","Extra-EU-28","Total","Total","Rejected","Person","197,495",""
"2012","European Union (28 countries)","Total","Total","Total","Total","Person","289,035",""
"2012","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","91,025",""
"2012","European Union (28 countries)","Total","Total","Total","Rejected","Person","198,005",""
"2012","Belgium","Extra-EU-28","Total","Total","Total","Person","24,495",""
"2012","Belgium","Extra-EU-28","Total","Total","Total positive decisions","Person","5,555",""
"2012","Belgium","Extra-EU-28","Total","Total","Rejected","Person","18,940",""
"2012","Belgium","Total","Total","Total","Total","Person","24,640",""
"2012","Belgium","Total","Total","Total","Total positive decisions","Person","5,555",""
"2012","Belgium","Total","Total","Total","Rejected","Person","19,085",""
"2012","Bulgaria","Extra-EU-28","Total","Total","Total","Person","640",""
"2012","Bulgaria","Extra-EU-28","Total","Total","Total positive decisions","Person","170",""
"2012","Bulgaria","Extra-EU-28","Total","Total","Rejected","Person","470",""
"2012","Bulgaria","Total","Total","Total","Total","Person","640",""
"2012","Bulgaria","Total","Total","Total","Total positive decisions","Person","170",""
"2012","Bulgaria","Total","Total","Total","Rejected","Person","470",""
"2012","Czech Republic","Extra-EU-28","Total","Total","Total","Person","720",""
"2012","Czech Republic","Extra-EU-28","Total","Total","Total positive decisions","Person","175",""
"2012","Czech Republic","Extra-EU-28","Total","Total","Rejected","Person","540",""
"2012","Czech Republic","Total","Total","Total","Total","Person","735",""
"2012","Czech Republic","Total","Total","Total","Total positive decisions","Person","175",""
"2012","Czech Republic","Total","Total","Total","Rejected","Person","560",""
"2012","Denmark","Extra-EU-28","Total","Total","Total","Person","4,680",""
"2012","Denmark","Extra-EU-28","Total","Total","Total positive decisions","Person","1,695",""
"2012","Denmark","Extra-EU-28","Total","Total","Rejected","Person","2,985",""
"2012","Denmark","Total","Total","Total","Total","Person","4,695",""
"2012","Denmark","Total","Total","Total","Total positive decisions","Person","1,700",""
"2012","Denmark","Total","Total","Total","Rejected","Person","2,995",""
"2012","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total","Person","58,605",""
"2012","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total positive decisions","Person","17,135",""
"2012","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Rejected","Person","41,470",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","58,765",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","17,140",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","41,625",""
"2012","Estonia","Extra-EU-28","Total","Total","Total","Person","55",""
"2012","Estonia","Extra-EU-28","Total","Total","Total positive decisions","Person","10",""
"2012","Estonia","Extra-EU-28","Total","Total","Rejected","Person","45",""
"2012","Estonia","Total","Total","Total","Total","Person","55",""
"2012","Estonia","Total","Total","Total","Total positive decisions","Person","10",""
"2012","Estonia","Total","Total","Total","Rejected","Person","45",""
"2012","Ireland","Extra-EU-28","Total","Total","Total","Person","940",""
"2012","Ireland","Extra-EU-28","Total","Total","Total positive decisions","Person","100",""
"2012","Ireland","Extra-EU-28","Total","Total","Rejected","Person","840",""
"2012","Ireland","Total","Total","Total","Total","Person","940",""
"2012","Ireland","Total","Total","Total","Total positive decisions","Person","100",""
"2012","Ireland","Total","Total","Total","Rejected","Person","840",""
"2012","Greece","Extra-EU-28","Total","Total","Total","Person","11,195",""
"2012","Greece","Extra-EU-28","Total","Total","Total positive decisions","Person","95",""
"2012","Greece","Extra-EU-28","Total","Total","Rejected","Person","11,095",""
"2012","Greece","Total","Total","Total","Total","Person","11,195",""
"2012","Greece","Total","Total","Total","Total positive decisions","Person","95",""
"2012","Greece","Total","Total","Total","Rejected","Person","11,095",""
"2012","Spain","Extra-EU-28","Total","Total","Total","Person","2,595",""
"2012","Spain","Extra-EU-28","Total","Total","Total positive decisions","Person","525",""
"2012","Spain","Extra-EU-28","Total","Total","Rejected","Person","2,070",""
"2012","Spain","Total","Total","Total","Total","Person","2,605",""
"2012","Spain","Total","Total","Total","Total positive decisions","Person","525",""
"2012","Spain","Total","Total","Total","Rejected","Person","2,075",""
"2012","France","Extra-EU-28","Total","Total","Total","Person","59,810",""
"2012","France","Extra-EU-28","Total","Total","Total positive decisions","Person","8,645",""
"2012","France","Extra-EU-28","Total","Total","Rejected","Person","51,165",""
"2012","France","Total","Total","Total","Total","Person","59,830",""
"2012","France","Total","Total","Total","Total positive decisions","Person","8,645",""
"2012","France","Total","Total","Total","Rejected","Person","51,185",""
"2012","Croatia","Extra-EU-28","Total","Total","Total","Person","140",""
"2012","Croatia","Extra-EU-28","Total","Total","Total positive decisions","Person","20",""
"2012","Croatia","Extra-EU-28","Total","Total","Rejected","Person","120",""
"2012","Croatia","Total","Total","Total","Total","Person","140",""
"2012","Croatia","Total","Total","Total","Total positive decisions","Person","20",""
"2012","Croatia","Total","Total","Total","Rejected","Person","120",""
"2012","Italy","Extra-EU-28","Total","Total","Total","Person","27,280",""
"2012","Italy","Extra-EU-28","Total","Total","Total positive decisions","Person","22,025",""
"2012","Italy","Extra-EU-28","Total","Total","Rejected","Person","5,255",""
"2012","Italy","Total","Total","Total","Total","Person","27,290",""
"2012","Italy","Total","Total","Total","Total positive decisions","Person","22,030",""
"2012","Italy","Total","Total","Total","Rejected","Person","5,260",""
"2012","Cyprus","Extra-EU-28","Total","Total","Total","Person","1,335",""
"2012","Cyprus","Extra-EU-28","Total","Total","Total positive decisions","Person","105",""
"2012","Cyprus","Extra-EU-28","Total","Total","Rejected","Person","1,230",""
"2012","Cyprus","Total","Total","Total","Total","Person","1,335",""
"2012","Cyprus","Total","Total","Total","Total positive decisions","Person","105",""
"2012","Cyprus","Total","Total","Total","Rejected","Person","1,230",""
"2012","Latvia","Extra-EU-28","Total","Total","Total","Person","145",""
"2012","Latvia","Extra-EU-28","Total","Total","Total positive decisions","Person","25",""
"2012","Latvia","Extra-EU-28","Total","Total","Rejected","Person","120",""
"2012","Latvia","Total","Total","Total","Total","Person","145",""
"2012","Latvia","Total","Total","Total","Total positive decisions","Person","25",""
"2012","Latvia","Total","Total","Total","Rejected","Person","120",""
"2012","Lithuania","Extra-EU-28","Total","Total","Total","Person","390",""
"2012","Lithuania","Extra-EU-28","Total","Total","Total positive decisions","Person","55",""
"2012","Lithuania","Extra-EU-28","Total","Total","Rejected","Person","335",""
"2012","Lithuania","Total","Total","Total","Total","Person","390",""
"2012","Lithuania","Total","Total","Total","Total positive decisions","Person","55",""
"2012","Lithuania","Total","Total","Total","Rejected","Person","335",""
"2012","Luxembourg","Extra-EU-28","Total","Total","Total","Person","1,650",""
"2012","Luxembourg","Extra-EU-28","Total","Total","Total positive decisions","Person","40",""
"2012","Luxembourg","Extra-EU-28","Total","Total","Rejected","Person","1,610",""
"2012","Luxembourg","Total","Total","Total","Total","Person","1,650",""
"2012","Luxembourg","Total","Total","Total","Total positive decisions","Person","40",""
"2012","Luxembourg","Total","Total","Total","Rejected","Person","1,610",""
"2012","Hungary","Extra-EU-28","Total","Total","Total","Person","1,100",""
"2012","Hungary","Extra-EU-28","Total","Total","Total positive decisions","Person","350",""
"2012","Hungary","Extra-EU-28","Total","Total","Rejected","Person","750",""
"2012","Hungary","Total","Total","Total","Total","Person","1,100",""
"2012","Hungary","Total","Total","Total","Total positive decisions","Person","350",""
"2012","Hungary","Total","Total","Total","Rejected","Person","750",""
"2012","Malta","Extra-EU-28","Total","Total","Total","Person","1,590",""
"2012","Malta","Extra-EU-28","Total","Total","Total positive decisions","Person","1,435",""
"2012","Malta","Extra-EU-28","Total","Total","Rejected","Person","155",""
"2012","Malta","Total","Total","Total","Total","Person","1,590",""
"2012","Malta","Total","Total","Total","Total positive decisions","Person","1,435",""
"2012","Malta","Total","Total","Total","Rejected","Person","155",""
"2012","Netherlands","Extra-EU-28","Total","Total","Total","Person","13,665","p"
"2012","Netherlands","Extra-EU-28","Total","Total","Total positive decisions","Person","5,505","p"
"2012","Netherlands","Extra-EU-28","Total","Total","Rejected","Person","8,160","p"
"2012","Netherlands","Total","Total","Total","Total","Person","13,670","p"
"2012","Netherlands","Total","Total","Total","Total positive decisions","Person","5,505","p"
"2012","Netherlands","Total","Total","Total","Rejected","Person","8,165","p"
"2012","Austria","Extra-EU-28","Total","Total","Total","Person","15,895",""
"2012","Austria","Extra-EU-28","Total","Total","Total positive decisions","Person","4,455",""
"2012","Austria","Extra-EU-28","Total","Total","Rejected","Person","11,435",""
"2012","Austria","Total","Total","Total","Total","Person","15,905",""
"2012","Austria","Total","Total","Total","Total positive decisions","Person","4,460",""
"2012","Austria","Total","Total","Total","Rejected","Person","11,445",""
"2012","Poland","Extra-EU-28","Total","Total","Total","Person","2,480",""
"2012","Poland","Extra-EU-28","Total","Total","Total positive decisions","Person","520",""
"2012","Poland","Extra-EU-28","Total","Total","Rejected","Person","1,960",""
"2012","Poland","Total","Total","Total","Total","Person","2,480",""
"2012","Poland","Total","Total","Total","Total positive decisions","Person","520",""
"2012","Poland","Total","Total","Total","Rejected","Person","1,960",""
"2012","Portugal","Extra-EU-28","Total","Total","Total","Person","230",""
"2012","Portugal","Extra-EU-28","Total","Total","Total positive decisions","Person","100",""
"2012","Portugal","Extra-EU-28","Total","Total","Rejected","Person","130",""
"2012","Portugal","Total","Total","Total","Total","Person","230",""
"2012","Portugal","Total","Total","Total","Total positive decisions","Person","100",""
"2012","Portugal","Total","Total","Total","Rejected","Person","130",""
"2012","Romania","Extra-EU-28","Total","Total","Total","Person","1,625",""
"2012","Romania","Extra-EU-28","Total","Total","Total positive decisions","Person","230",""
"2012","Romania","Extra-EU-28","Total","Total","Rejected","Person","1,390",""
"2012","Romania","Total","Total","Total","Total","Person","1,625",""
"2012","Romania","Total","Total","Total","Total positive decisions","Person","230",""
"2012","Romania","Total","Total","Total","Rejected","Person","1,395",""
"2012","Slovenia","Extra-EU-28","Total","Total","Total","Person","210",""
"2012","Slovenia","Extra-EU-28","Total","Total","Total positive decisions","Person","35",""
"2012","Slovenia","Extra-EU-28","Total","Total","Rejected","Person","175",""
"2012","Slovenia","Total","Total","Total","Total","Person","220",""
"2012","Slovenia","Total","Total","Total","Total positive decisions","Person","35",""
"2012","Slovenia","Total","Total","Total","Rejected","Person","185",""
"2012","Slovakia","Extra-EU-28","Total","Total","Total","Person","440",""
"2012","Slovakia","Extra-EU-28","Total","Total","Total positive decisions","Person","190",""
"2012","Slovakia","Extra-EU-28","Total","Total","Rejected","Person","250",""
"2012","Slovakia","Total","Total","Total","Total","Person","440",""
"2012","Slovakia","Total","Total","Total","Total positive decisions","Person","190",""
"2012","Slovakia","Total","Total","Total","Rejected","Person","250",""
"2012","Finland","Extra-EU-28","Total","Total","Total","Person","3,090",""
"2012","Finland","Extra-EU-28","Total","Total","Total positive decisions","Person","1,555",""
"2012","Finland","Extra-EU-28","Total","Total","Rejected","Person","1,530",""
"2012","Finland","Total","Total","Total","Total","Person","3,110",""
"2012","Finland","Total","Total","Total","Total positive decisions","Person","1,555",""
"2012","Finland","Total","Total","Total","Rejected","Person","1,555",""
"2012","Sweden","Extra-EU-28","Total","Total","Total","Person","31,515",""
"2012","Sweden","Extra-EU-28","Total","Total","Total positive decisions","Person","12,400",""
"2012","Sweden","Extra-EU-28","Total","Total","Rejected","Person","19,115",""
"2012","Sweden","Total","Total","Total","Total","Person","31,570",""
"2012","Sweden","Total","Total","Total","Total positive decisions","Person","12,400",""
"2012","Sweden","Total","Total","Total","Rejected","Person","19,170",""
"2012","United Kingdom","Extra-EU-28","Total","Total","Total","Person","21,995",""
"2012","United Kingdom","Extra-EU-28","Total","Total","Total positive decisions","Person","7,845",""
"2012","United Kingdom","Extra-EU-28","Total","Total","Rejected","Person","14,150",""
"2012","United Kingdom","Total","Total","Total","Total","Person","22,045",""
"2012","United Kingdom","Total","Total","Total","Total positive decisions","Person","7,850",""
"2012","United Kingdom","Total","Total","Total","Rejected","Person","14,195",""
"2012","Iceland","Extra-EU-28","Total","Total","Total","Person","65",""
"2012","Iceland","Extra-EU-28","Total","Total","Total positive decisions","Person","10",""
"2012","Iceland","Extra-EU-28","Total","Total","Rejected","Person","55",""
"2012","Iceland","Total","Total","Total","Total","Person","65",""
"2012","Iceland","Total","Total","Total","Total positive decisions","Person","10",""
"2012","Iceland","Total","Total","Total","Rejected","Person","55",""
"2012","Liechtenstein","Extra-EU-28","Total","Total","Total","Person","55",""
"2012","Liechtenstein","Extra-EU-28","Total","Total","Total positive decisions","Person","0",""
"2012","Liechtenstein","Extra-EU-28","Total","Total","Rejected","Person","50",""
"2012","Liechtenstein","Total","Total","Total","Total","Person","55",""
"2012","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0",""
"2012","Liechtenstein","Total","Total","Total","Rejected","Person","50",""
"2012","Norway","Extra-EU-28","Total","Total","Total","Person","10,605",""
"2012","Norway","Extra-EU-28","Total","Total","Total positive decisions","Person","5,180",""
"2012","Norway","Extra-EU-28","Total","Total","Rejected","Person","5,425",""
"2012","Norway","Total","Total","Total","Total","Person","10,695",""
"2012","Norway","Total","Total","Total","Total positive decisions","Person","5,180",""
"2012","Norway","Total","Total","Total","Rejected","Person","5,515",""
"2012","Switzerland","Extra-EU-28","Total","Total","Total","Person","16,625",""
"2012","Switzerland","Extra-EU-28","Total","Total","Total positive decisions","Person","4,280",""
"2012","Switzerland","Extra-EU-28","Total","Total","Rejected","Person","12,345",""
"2012","Switzerland","Total","Total","Total","Total","Person","16,780",""
"2012","Switzerland","Total","Total","Total","Total positive decisions","Person","4,280",""
"2012","Switzerland","Total","Total","Total","Rejected","Person","12,500",""
"2012","Total","Extra-EU-28","Total","Total","Total","Person","315,850",""
"2012","Total","Extra-EU-28","Total","Total","Total positive decisions","Person","100,480",""
"2012","Total","Extra-EU-28","Total","Total","Rejected","Person","215,370",""
"2012","Total","Total","Total","Total","Total","Person","316,625",""
"2012","Total","Total","Total","Total","Total positive decisions","Person","100,500",""
"2012","Total","Total","Total","Total","Rejected","Person","216,125",""
"2013","European Union (28 countries)","Extra-EU-28","Total","Total","Total","Person","323,290",""
"2013","European Union (28 countries)","Extra-EU-28","Total","Total","Total positive decisions","Person","107,610",""
"2013","European Union (28 countries)","Extra-EU-28","Total","Total","Rejected","Person","215,680",""
"2013","European Union (28 countries)","Total","Total","Total","Total","Person","323,980",""
"2013","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","107,625",""
"2013","European Union (28 countries)","Total","Total","Total","Rejected","Person","216,355",""
"2013","Belgium","Extra-EU-28","Total","Total","Total","Person","21,390",""
"2013","Belgium","Extra-EU-28","Total","Total","Total positive decisions","Person","6,280",""
"2013","Belgium","Extra-EU-28","Total","Total","Rejected","Person","15,110",""
"2013","Belgium","Total","Total","Total","Total","Person","21,505",""
"2013","Belgium","Total","Total","Total","Total positive decisions","Person","6,280",""
"2013","Belgium","Total","Total","Total","Rejected","Person","15,220",""
"2013","Bulgaria","Extra-EU-28","Total","Total","Total","Person","2,810",""
"2013","Bulgaria","Extra-EU-28","Total","Total","Total positive decisions","Person","2,460",""
"2013","Bulgaria","Extra-EU-28","Total","Total","Rejected","Person","355",""
"2013","Bulgaria","Total","Total","Total","Total","Person","2,810",""
"2013","Bulgaria","Total","Total","Total","Total positive decisions","Person","2,460",""
"2013","Bulgaria","Total","Total","Total","Rejected","Person","355",""
"2013","Czech Republic","Extra-EU-28","Total","Total","Total","Person","900",""
"2013","Czech Republic","Extra-EU-28","Total","Total","Total positive decisions","Person","345",""
"2013","Czech Republic","Extra-EU-28","Total","Total","Rejected","Person","555",""
"2013","Czech Republic","Total","Total","Total","Total","Person","920",""
"2013","Czech Republic","Total","Total","Total","Total positive decisions","Person","345",""
"2013","Czech Republic","Total","Total","Total","Rejected","Person","570",""
"2013","Denmark","Extra-EU-28","Total","Total","Total","Person","6,965",""
"2013","Denmark","Extra-EU-28","Total","Total","Total positive decisions","Person","2,810",""
"2013","Denmark","Extra-EU-28","Total","Total","Rejected","Person","4,155",""
"2013","Denmark","Total","Total","Total","Total","Person","7,010",""
"2013","Denmark","Total","Total","Total","Total positive decisions","Person","2,810",""
"2013","Denmark","Total","Total","Total","Rejected","Person","4,200",""
"2013","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total","Person","76,165",""
"2013","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total positive decisions","Person","20,125",""
"2013","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Rejected","Person","56,040",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","76,360",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","20,125",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","56,235",""
"2013","Estonia","Extra-EU-28","Total","Total","Total","Person","55",""
"2013","Estonia","Extra-EU-28","Total","Total","Total positive decisions","Person","10",""
"2013","Estonia","Extra-EU-28","Total","Total","Rejected","Person","45",""
"2013","Estonia","Total","Total","Total","Total","Person","55",""
"2013","Estonia","Total","Total","Total","Total positive decisions","Person","10",""
"2013","Estonia","Total","Total","Total","Rejected","Person","45",""
"2013","Ireland","Extra-EU-28","Total","Total","Total","Person","840",""
"2013","Ireland","Extra-EU-28","Total","Total","Total positive decisions","Person","150",""
"2013","Ireland","Extra-EU-28","Total","Total","Rejected","Person","695",""
"2013","Ireland","Total","Total","Total","Total","Person","840",""
"2013","Ireland","Total","Total","Total","Total positive decisions","Person","150",""
"2013","Ireland","Total","Total","Total","Rejected","Person","695",""
"2013","Greece","Extra-EU-28","Total","Total","Total","Person","13,080",""
"2013","Greece","Extra-EU-28","Total","Total","Total positive decisions","Person","500",""
"2013","Greece","Extra-EU-28","Total","Total","Rejected","Person","12,580",""
"2013","Greece","Total","Total","Total","Total","Person","13,080",""
"2013","Greece","Total","Total","Total","Total positive decisions","Person","500",""
"2013","Greece","Total","Total","Total","Rejected","Person","12,580",""
"2013","Spain","Extra-EU-28","Total","Total","Total","Person","2,365",""
"2013","Spain","Extra-EU-28","Total","Total","Total positive decisions","Person","535",""
"2013","Spain","Extra-EU-28","Total","Total","Rejected","Person","1,835",""
"2013","Spain","Total","Total","Total","Total","Person","2,380",""
"2013","Spain","Total","Total","Total","Total positive decisions","Person","535",""
"2013","Spain","Total","Total","Total","Rejected","Person","1,845",""
"2013","France","Extra-EU-28","Total","Total","Total","Person","61,715",""
"2013","France","Extra-EU-28","Total","Total","Total positive decisions","Person","10,705",""
"2013","France","Extra-EU-28","Total","Total","Rejected","Person","51,010",""
"2013","France","Total","Total","Total","Total","Person","61,715",""
"2013","France","Total","Total","Total","Total positive decisions","Person","10,705",""
"2013","France","Total","Total","Total","Rejected","Person","51,010",""
"2013","Croatia","Extra-EU-28","Total","Total","Total","Person","185",""
"2013","Croatia","Extra-EU-28","Total","Total","Total positive decisions","Person","25",""
"2013","Croatia","Extra-EU-28","Total","Total","Rejected","Person","165",""
"2013","Croatia","Total","Total","Total","Total","Person","185",""
"2013","Croatia","Total","Total","Total","Total positive decisions","Person","25",""
"2013","Croatia","Total","Total","Total","Rejected","Person","165",""
"2013","Italy","Extra-EU-28","Total","Total","Total","Person","23,565",""
"2013","Italy","Extra-EU-28","Total","Total","Total positive decisions","Person","14,390",""
"2013","Italy","Extra-EU-28","Total","Total","Rejected","Person","9,175",""
"2013","Italy","Total","Total","Total","Total","Person","23,565",""
"2013","Italy","Total","Total","Total","Total positive decisions","Person","14,390",""
"2013","Italy","Total","Total","Total","Rejected","Person","9,175",""
"2013","Cyprus","Extra-EU-28","Total","Total","Total","Person","800",""
"2013","Cyprus","Extra-EU-28","Total","Total","Total positive decisions","Person","165",""
"2013","Cyprus","Extra-EU-28","Total","Total","Rejected","Person","635",""
"2013","Cyprus","Total","Total","Total","Total","Person","800",""
"2013","Cyprus","Total","Total","Total","Total positive decisions","Person","165",""
"2013","Cyprus","Total","Total","Total","Rejected","Person","635",""
"2013","Latvia","Extra-EU-28","Total","Total","Total","Person","95",""
"2013","Latvia","Extra-EU-28","Total","Total","Total positive decisions","Person","25",""
"2013","Latvia","Extra-EU-28","Total","Total","Rejected","Person","65",""
"2013","Latvia","Total","Total","Total","Total","Person","95",""
"2013","Latvia","Total","Total","Total","Total positive decisions","Person","25",""
"2013","Latvia","Total","Total","Total","Rejected","Person","65",""
"2013","Lithuania","Extra-EU-28","Total","Total","Total","Person","175",""
"2013","Lithuania","Extra-EU-28","Total","Total","Total positive decisions","Person","55",""
"2013","Lithuania","Extra-EU-28","Total","Total","Rejected","Person","120",""
"2013","Lithuania","Total","Total","Total","Total","Person","175",""
"2013","Lithuania","Total","Total","Total","Total positive decisions","Person","55",""
"2013","Lithuania","Total","Total","Total","Rejected","Person","120",""
"2013","Luxembourg","Extra-EU-28","Total","Total","Total","Person","1,245",""
"2013","Luxembourg","Extra-EU-28","Total","Total","Total positive decisions","Person","130",""
"2013","Luxembourg","Extra-EU-28","Total","Total","Rejected","Person","1,115",""
"2013","Luxembourg","Total","Total","Total","Total","Person","1,250",""
"2013","Luxembourg","Total","Total","Total","Total positive decisions","Person","130",""
"2013","Luxembourg","Total","Total","Total","Rejected","Person","1,120",""
"2013","Hungary","Extra-EU-28","Total","Total","Total","Person","4,540",""
"2013","Hungary","Extra-EU-28","Total","Total","Total positive decisions","Person","360",""
"2013","Hungary","Extra-EU-28","Total","Total","Rejected","Person","4,180",""
"2013","Hungary","Total","Total","Total","Total","Person","4,545",""
"2013","Hungary","Total","Total","Total","Total positive decisions","Person","360",""
"2013","Hungary","Total","Total","Total","Rejected","Person","4,185",""
"2013","Malta","Extra-EU-28","Total","Total","Total","Person","1,905",""
"2013","Malta","Extra-EU-28","Total","Total","Total positive decisions","Person","1,605",""
"2013","Malta","Extra-EU-28","Total","Total","Rejected","Person","300",""
"2013","Malta","Total","Total","Total","Total","Person","1,905",""
"2013","Malta","Total","Total","Total","Total positive decisions","Person","1,605",""
"2013","Malta","Total","Total","Total","Rejected","Person","300",""
"2013","Netherlands","Extra-EU-28","Total","Total","Total","Person","12,190",""
"2013","Netherlands","Extra-EU-28","Total","Total","Total positive decisions","Person","5,965",""
"2013","Netherlands","Extra-EU-28","Total","Total","Rejected","Person","6,225",""
"2013","Netherlands","Total","Total","Total","Total","Person","12,215",""
"2013","Netherlands","Total","Total","Total","Total positive decisions","Person","5,970",""
"2013","Netherlands","Total","Total","Total","Rejected","Person","6,245",""
"2013","Austria","Extra-EU-28","Total","Total","Total","Person","16,610",""
"2013","Austria","Extra-EU-28","Total","Total","Total positive decisions","Person","4,920",""
"2013","Austria","Extra-EU-28","Total","Total","Rejected","Person","11,690",""
"2013","Austria","Total","Total","Total","Total","Person","16,640",""
"2013","Austria","Total","Total","Total","Total positive decisions","Person","4,920",""
"2013","Austria","Total","Total","Total","Rejected","Person","11,720",""
"2013","Poland","Extra-EU-28","Total","Total","Total","Person","2,895",""
"2013","Poland","Extra-EU-28","Total","Total","Total positive decisions","Person","685",""
"2013","Poland","Extra-EU-28","Total","Total","Rejected","Person","2,210",""
"2013","Poland","Total","Total","Total","Total","Person","2,895",""
"2013","Poland","Total","Total","Total","Total positive decisions","Person","685",""
"2013","Poland","Total","Total","Total","Rejected","Person","2,210",""
"2013","Portugal","Extra-EU-28","Total","Total","Total","Person","305",""
"2013","Portugal","Extra-EU-28","Total","Total","Total positive decisions","Person","135",""
"2013","Portugal","Extra-EU-28","Total","Total","Rejected","Person","170",""
"2013","Portugal","Total","Total","Total","Total","Person","305",""
"2013","Portugal","Total","Total","Total","Total positive decisions","Person","135",""
"2013","Portugal","Total","Total","Total","Rejected","Person","170",""
"2013","Romania","Extra-EU-28","Total","Total","Total","Person","1,435",""
"2013","Romania","Extra-EU-28","Total","Total","Total positive decisions","Person","915",""
"2013","Romania","Extra-EU-28","Total","Total","Rejected","Person","515",""
"2013","Romania","Total","Total","Total","Total","Person","1,435",""
"2013","Romania","Total","Total","Total","Total positive decisions","Person","915",""
"2013","Romania","Total","Total","Total","Rejected","Person","515",""
"2013","Slovenia","Extra-EU-28","Total","Total","Total","Person","195",""
"2013","Slovenia","Extra-EU-28","Total","Total","Total positive decisions","Person","35",""
"2013","Slovenia","Extra-EU-28","Total","Total","Rejected","Person","160",""
"2013","Slovenia","Total","Total","Total","Total","Person","195",""
"2013","Slovenia","Total","Total","Total","Total positive decisions","Person","35",""
"2013","Slovenia","Total","Total","Total","Rejected","Person","160",""
"2013","Slovakia","Extra-EU-28","Total","Total","Total","Person","190",""
"2013","Slovakia","Extra-EU-28","Total","Total","Total positive decisions","Person","70",""
"2013","Slovakia","Extra-EU-28","Total","Total","Rejected","Person","125",""
"2013","Slovakia","Total","Total","Total","Total","Person","190",""
"2013","Slovakia","Total","Total","Total","Total positive decisions","Person","70",""
"2013","Slovakia","Total","Total","Total","Rejected","Person","125",""
"2013","Finland","Extra-EU-28","Total","Total","Total","Person","3,215",""
"2013","Finland","Extra-EU-28","Total","Total","Total positive decisions","Person","1,650",""
"2013","Finland","Extra-EU-28","Total","Total","Rejected","Person","1,565",""
"2013","Finland","Total","Total","Total","Total","Person","3,220",""
"2013","Finland","Total","Total","Total","Total positive decisions","Person","1,650",""
"2013","Finland","Total","Total","Total","Rejected","Person","1,575",""
"2013","Sweden","Extra-EU-28","Total","Total","Total","Person","45,005",""
"2013","Sweden","Extra-EU-28","Total","Total","Total positive decisions","Person","24,015",""
"2013","Sweden","Extra-EU-28","Total","Total","Rejected","Person","20,990",""
"2013","Sweden","Total","Total","Total","Total","Person","45,120",""
"2013","Sweden","Total","Total","Total","Total positive decisions","Person","24,020",""
"2013","Sweden","Total","Total","Total","Rejected","Person","21,100",""
"2013","United Kingdom","Extra-EU-28","Total","Total","Total","Person","22,445",""
"2013","United Kingdom","Extra-EU-28","Total","Total","Total positive decisions","Person","8,550",""
